Date,sp500,nasdaq_composite,dow_jones,russell_2000,vix
2024-03-21,5241.52978515625,16401.83984375,39781.37109375,2098.56005859375,12.920000076293945
2024-03-22,5234.18017578125,16428.8203125,39475.8984375,2072.0,13.0600004196167
2024-03-25,5218.18994140625,16384.470703125,39313.640625,2074.159912109375,13.1899995803833
2024-03-26,5203.580078125,16315.7001953125,39282.328125,2070.159912109375,13.239999771118164
2024-03-27,5248.490234375,16399.51953125,39760.078125,2114.35009765625,12.779999732971191
2024-03-28,5254.35009765625,16379.4599609375,39807.37109375,2124.550048828125,13.010000228881836
2024-04-01,5243.77001953125,16396.830078125,39566.8515625,2102.840087890625,13.649999618530273
2024-04-02,5205.81005859375,16240.4501953125,39170.23828125,2065.0400390625,14.609999656677246
2024-04-03,5211.490234375,16277.4599609375,39127.140625,2076.199951171875,14.329999923706055
2024-04-04,5147.2099609375,16049.080078125,38596.98046875,2053.830078125,16.350000381469727
2024-04-05,5204.33984375,16248.51953125,38904.0390625,2063.469970703125,16.030000686645508
2024-04-08,5202.39013671875,16253.9599609375,38892.80078125,2073.7099609375,15.1899995803833
2024-04-09,5209.91015625,16306.6396484375,38883.671875,2080.800048828125,14.979999542236328
2024-04-10,5160.64013671875,16170.3603515625,38461.51171875,2028.3900146484375,15.800000190734863
2024-04-11,5199.06005859375,16442.19921875,38459.078125,2042.5999755859375,14.90999984741211
2024-04-12,5123.41015625,16175.08984375,37983.23828125,2003.1700439453125,17.309999465942383
2024-04-15,5061.81982421875,15885.01953125,37735.109375,1975.7099609375,19.229999542236328
2024-04-16,5051.41015625,15865.25,37798.96875,1967.47998046875,18.399999618530273
2024-04-17,5022.2099609375,15683.3701171875,37753.30859375,1947.949951171875,18.209999084472656
2024-04-18,5011.1201171875,15601.5,37775.37890625,1942.9599609375,18.0
2024-04-19,4967.22998046875,15282.009765625,37986.3984375,1947.6600341796875,18.709999084472656
2024-04-22,5010.60009765625,15451.3095703125,38239.98046875,1967.469970703125,16.940000534057617
2024-04-23,5070.5498046875,15696.6396484375,38503.69140625,2002.6400146484375,15.6899995803833
2024-04-24,5071.6298828125,15712.75,38460.921875,1995.4300537109375,15.970000267028809
2024-04-25,5048.419921875,15611.759765625,38085.80078125,1981.1199951171875,15.369999885559082
2024-04-26,5099.9599609375,15927.900390625,38239.66015625,2002.0,15.029999732971191
2024-04-29,5116.169921875,15983.080078125,38386.08984375,2016.030029296875,14.670000076293945
